KNeighborsRegressor_rmse,MLPRegressor_rmse,DecisionTreeRegressor_rmse,SVR_rmse,repeat,bootstrap_sample
0.6951743706315993,0.8636932072702747,0.7484197523981808,0.5828727121443359,1,31
0.6864722113728763,1.7233383397378603,0.7160650138321113,0.5879291796490248,1,32
0.6997286398614044,2.131043816049806,0.734144775616616,0.6122781205356105,1,33
0.7089649668961755,0.868783481790898,0.7525287209703939,0.5789711206580489,1,34
0.7182769091530488,0.8548086563223428,0.7419403382905695,0.6208470091109567,1,35
0.7112347071224339,1.2668965996791646,0.7588604979328347,0.5864906772741241,1,36
0.7056079252710643,0.8984445951405184,0.7370728746985177,0.5889206542743589,1,37
0.7474080620580746,1.186473753715301,0.7294234283014182,0.5776552245005762,1,38
0.6964815994424467,1.5067753053319803,0.7394453295889295,0.577332117643796,1,39
0.6919659496093938,1.0064038461215434,0.7753641097112901,0.6261601479947564,1,40
0.7306162703748567,0.8857885701873986,0.7816285859727661,0.6293646986702544,1,41
0.6977097978277581,0.8795618012697116,0.7291638004670867,0.6090338784705258,1,42
0.7220371334453627,0.834083116716712,0.7816825168353095,0.6211980090395302,1,43
0.7233189788896401,1.0170566643418681,0.7444368486933508,0.661916897559752,1,44
0.7212418737202934,76.7992534540292,0.6795298196545995,0.612378510305429,1,45
0.734206116101433,1.343972095993794,0.7775478080484144,0.6706548167285116,1,46
0.7320816494961094,0.9801979767394878,0.8056478017894125,0.6592166975699256,1,47
0.756302804260544,2.3814719837919758,0.7403003732941004,0.6196874911409355,1,48
0.7299309360858128,0.9023823655186652,0.7512002016656126,0.6346879238479229,1,49
0.7001909878854935,1.5955534620257341,0.7543645154685428,0.568542856034325,1,50
0.7339102021427912,1.4671096554729872,0.7661336082394042,0.5988397198021166,1,51
0.7368828319932957,0.865948634663087,0.7544492239942993,0.5995763738791942,1,52
0.661873937641582,0.9571235269154673,0.7279091418590896,0.5520482868033973,1,53
0.7117239713672016,0.9832131969551888,0.7617327629178673,0.6307763038384079,1,54
0.6940056297948808,0.7582203228664762,0.7797119017227432,0.5975195499572157,1,55
0.7358824030704073,0.8729724317236527,0.7539649490676339,0.6314972877615044,1,56
0.7248109138256008,1.0147265224306892,0.7146131259077496,0.6295947679214599,1,57
0.7091086349245318,0.8285913755941401,0.7147756449992057,0.6252965060243048,1,58
0.7428134264414991,1.188931110343892,0.7388373168068089,0.6056057764978587,1,59
0.6932241167876316,0.7570823735252533,0.7374992410632114,0.6041290107281575,1,60
0.7137459905402744,1.3564918889456115,0.7895838115230722,0.6253596341018772,1,61
0.7276527776684529,0.9725324205812359,0.7611318660676463,0.6496839161222535,1,62
0.6972371038123425,0.7611539673604224,0.7730474823900566,0.5856296882395609,1,63
0.7463534097530066,0.9337444437472211,0.7868254173788244,0.6327258160552316,1,64
0.7580172189007401,0.9416572501882473,0.7108810599288158,0.6231252209194917,1,65
0.6952584089482858,0.9735951867403646,0.7305551809465944,0.5935314282585746,1,66
0.7277315500320597,1.0523388580142674,0.7398294674740669,0.5916539010849912,1,67
0.687504324221657,2.140599419543299,0.734537944758153,0.5845902833313643,1,68
0.7258972065244241,1.1579601846880738,0.7515420640319792,0.6199827294218048,1,69
0.721541712621026,0.8028428054427347,0.7739765714654397,0.6636849723564121,1,70
0.6899807738454705,1.4147485687814485,0.7364829434012317,0.5824650306983843,1,71
0.7261972485906573,1.1097749053601862,0.7490775272872177,0.6468410755711267,1,72
0.7099117957114024,1.036573482404226,0.7365041489239682,0.5817610999206793,1,73
0.7607947041186293,1.2466423298183689,0.7366042460854346,0.6075181985512477,1,74
0.7198537054576567,1.336660036320176,0.7920802494825776,0.627039143566662,1,75
0.7374421944415153,1.0817925446293686,0.7406211807252641,0.6545258875505635,1,76
0.7238198512108637,0.8477702158329442,0.7687542975360594,0.6418552949246008,1,77
0.7408168433106027,1.0212939254457156,0.7900474154847178,0.6156693485150726,1,78
0.7336198506943271,0.9043515200176347,0.759355016705017,0.5683019189587843,1,79
0.6845467430495468,1.066175770119267,0.7237849492568096,0.5682680203903734,1,80
0.6803220284470782,0.8156247509082113,0.7630997490430329,0.5692361971798946,1,81
0.7519222586988533,1.1525847611751432,0.733741920671305,0.6272286702592458,1,82
0.6879474246455802,0.8642645502458732,0.7529744484290066,0.590450241716537,1,83
0.7100373229378975,0.8353105357256391,0.7727409748868089,0.5936838648019236,1,84
0.7231078935681019,1.2505263594144642,0.7510471965311118,0.5938177643190004,1,85
0.7011597679280607,0.8388560168229557,0.7883344995077595,0.5634025683795011,1,86
0.6999417216420669,1.4875067046515427,0.7801475237707638,0.6070362203256875,1,87
0.679675230548208,1.0648519785468298,0.7398163931516998,0.5851337639478859,1,88
0.7040046684623563,2.095452713940517,0.7558569415320138,0.6063004305931274,1,89
0.6631209187488641,0.8201003359134504,0.7229833325310018,0.5869711414957006,1,90
0.7407468431728521,0.8298446767566425,0.7325310869547944,0.6055320602611951,1,91
0.7312380437554754,1.0409624650931368,0.76946042805856,0.6287689291016881,1,92
0.7233975588354968,0.8604234218596469,0.8007160084208799,0.6187952272657007,1,93
0.7315536334837112,1.194112138616736,0.7453881420030575,0.6265715421483341,1,94
0.7670180177956909,1.2380603599859232,0.7378165370216743,0.6394341470868115,1,95
0.6958616985360236,0.8605775997360978,0.780507197653469,0.6162072541052332,1,96
0.7105489849966068,1.1249951209821858,0.6962894649526303,0.6186295883036287,1,97
0.7238622082386071,1.007285657089979,0.7955845690087425,0.6462714283945078,1,98
0.7158431274331479,1.4886257099215652,0.7590381482979024,0.63267094361962,1,99
0.7567418478443516,0.8605899689012246,0.7529943695641228,0.6265280447380278,1,100
0.7100031722874851,0.7522834432137332,0.7548377000269567,0.6352969462698277,2,1
0.7329981511812451,0.8541514268519391,0.7431499268650706,0.6283766312050235,2,2
0.6821965075645201,0.9717736636436686,0.7077378065569622,0.5875666417236475,2,3
0.7371511438781102,3.7632196109231706,0.8151721494001783,0.6399863209372626,2,4
0.753053742283089,1.478458817623494,0.7818019097601064,0.6181287262106949,2,5
0.7267484090988974,2.2062316430073388,0.7511376579619359,0.6419368557852074,2,6
0.7264978373138858,0.9468653099216854,0.7716898490210081,0.6437320274365305,2,7
0.7255937258562922,1.3665506014652777,0.715830838329847,0.6308654474994206,2,8
0.7064945584104022,1.7196417089613587,0.7298022961560587,0.6047222396916943,2,9
0.7189139509892045,1.0839359272941083,0.7464327035121331,0.6150731496477749,2,10
0.7425409407391234,0.8405002139916771,0.7595254713771543,0.6073493078530315,2,11
0.7584656816494647,0.822009865542144,0.7270892144992468,0.5825195499371258,2,12
0.6921059887016778,1.812608085716807,0.757314863027379,0.5671923132016032,2,13
0.7144910469349017,1.5895557389165067,0.70836850765477,0.6201756317231542,2,14
0.7285625055809941,2.1179973534202783,0.7951258020714,0.6438543375977642,2,15
0.7406019681986233,0.8225966764306166,0.7362731259141714,0.6245074379371192,2,16
0.7343581903105796,0.9537989197853551,0.7096044904349309,0.6429599180069634,2,17
0.7388887237366387,0.9189461142751015,0.7779188464054648,0.6378122534884719,2,18
0.7315201150315224,0.9749325254861892,0.7728056305456584,0.6211681854410805,2,19
0.7618259547094514,1.4167697948901525,0.735343695787406,0.5931491354495991,2,20
0.7122753250346822,0.951892913282679,0.733604717055947,0.6063605847774058,2,21
0.7629655278610424,0.9156209384168295,0.7753947130604824,0.6109905952561133,2,22
0.6987266376409222,1.3037435443275363,0.7110581461963474,0.5942182389330763,2,23
0.7151840006426999,1.1919483590960964,0.7586761280225336,0.6117414251739278,2,24
0.7252283368283132,0.8204823229982416,0.7563548446930877,0.6080426549191428,2,25
0.7080695685937549,0.8121984253240138,0.7133178477267934,0.6109908521624188,2,26
0.7391582737339337,2.238576586499955,0.7594832780025833,0.6121758983246286,2,27
0.7213227140641859,1.720062773608547,0.7892239654882209,0.6195664254018857,2,28
0.7641098192340583,0.8181887821375,0.7279450577330933,0.6229065977422397,2,29
0.6781086721546188,0.885353037160279,0.6905036013835717,0.5839032049352607,2,30
0.699897624271179,0.9060924263092794,0.6855817617193717,0.6193976568063043,2,31
0.7068879104857916,0.7517295617053121,0.8093151647069489,0.5953163445488481,2,32
0.7052065177798413,1.0319753505096194,0.7911384320944354,0.5984945069704809,2,33
0.7301351391280598,2.366646163358419,0.7335496946018687,0.6184744568257825,2,34
0.7315840972103465,1.885731214710477,0.7220334904944398,0.5886816745280908,2,35
0.7340679357250998,1.378507176054309,0.8008973416784396,0.5911153682112298,2,36
0.7322287727506872,1.0961280081671823,0.7879914191954432,0.5990997160959678,2,37
0.6476365193624569,0.8153410007794066,0.7451274552015562,0.5760278595484217,2,38
0.7353403368779052,0.9404767650636555,0.8287913274188001,0.6713884706329151,2,39
0.7396784685216048,1.0132862464421915,0.7093990941538622,0.6125566650283296,2,40
0.7417481246086443,1.0715984288195055,0.7614225611774904,0.6220439174563073,2,41
0.7263739212668938,1.165515784828321,0.7471444419293006,0.5956693115751115,2,42
0.7448867662142423,3.1822567571344607,0.7232533091744383,0.611033367948078,2,43
0.6995981254917633,0.7934542736055019,0.7097476645015176,0.6012131713876413,2,44
0.7538509714348337,1.251031955007939,0.7826629122011601,0.6708466128346362,2,45
0.6889054588480555,0.8571878602713858,0.7745875169620606,0.5854599824195865,2,46
0.6949280699099041,0.782374212951904,0.7332869400179467,0.598911180132581,2,47
0.6997758870617053,1.5713794963657475,0.7733672480909157,0.612299397372065,2,48
0.7523117096426333,1.752714579879921,0.7591888086836951,0.6331407772447032,2,49
0.7287849216123884,1.0427548711553796,0.7876106555978998,0.6238908921157635,2,50
0.7302369447490564,1.045201922583946,0.772845241603293,0.6539462928085342,2,51
0.7067709021080886,0.9456403419128386,0.8095785582129043,0.6136218817456817,2,52
0.659123380913032,1.2950112125394784,0.7015268601093737,0.6089595938360882,2,53
0.7352589532295619,6.6838689425181785,0.807340840183344,0.6252607383035115,2,54
0.7230393491413449,1.1247227994473663,0.7628843001215733,0.6240028243559917,2,55
0.7097380212168244,1.1820681881972512,0.6927288079303986,0.587129213569823,2,56
0.7641079958546295,0.9088053638755088,0.7552398010510059,0.6446646526800911,2,57
0.7051765215856295,0.8955889062507678,0.7211972902286832,0.6046824496110155,2,58
0.695804330860292,0.849130745959328,0.7758618983349992,0.6100623026553919,2,59
0.7255887502099283,1.053941212200053,0.7822793364796841,0.6215685109530713,2,60
0.7146869171650769,0.9348535397950083,0.7274769464451536,0.5891892773584758,2,61
0.7231102819620788,0.8073451627043101,0.7595083428081316,0.630990833854718,2,62
0.7391421153318681,1.095363061010745,0.8120668695370079,0.613803858086166,2,63
0.6892015745338025,0.8731829241471825,0.7864015056164817,0.6252762265769575,2,64
0.7674719577308369,0.8322177313933246,0.7042016859349508,0.5885951261878383,2,65
0.7327470783135452,1.0114831224463352,0.7582602727429433,0.6323209896456051,2,66
0.7357371007086273,0.9203472452694129,0.7433031085849657,0.6204955381428156,2,67
0.7062417627566892,1.3570597847730397,0.7740705930764487,0.581657988359847,2,68
0.6924953424234755,1.2478973196211032,0.7665142299807658,0.5835407996303822,2,69
0.7043768863831736,0.8527555191130142,0.730092732637443,0.5993804749367789,2,70
0.7308477513456542,2.21242535124525,0.7979134057981665,0.6249662616429877,2,71
0.7172975078826263,1.304849321875322,0.7531753393498973,0.6258707182333206,2,72
0.7257578774806583,0.8251636658552792,0.7684002190596183,0.6003981439201143,2,73
0.6966520233676938,1.1129094459761566,0.7642083649014186,0.5845516081157617,2,74
0.7129712419002517,1.14432130351627,0.6932244946928056,0.6257514055323019,2,75
0.6699893579920888,0.9263807195978038,0.7622716769747135,0.5228335269562038,2,76
0.715674041395971,0.8337118343514228,0.7665527370301988,0.5817573667583461,2,77
0.7535200079901189,0.8973707076095122,0.7776131293137037,0.6314217195418201,2,78
0.69368667807278,1.7755847428437095,0.7727270395031224,0.6134172041894417,2,79
0.7101656674457734,1.2384879183315278,0.7580738759024552,0.6455737211923124,2,80
0.7404523927286775,0.8130750702193975,0.7377729445373349,0.601810446171643,2,81
0.742232608937198,0.8862523525013003,0.6815095252000875,0.6196099645933744,2,82
0.6939553614793394,0.9033439022629999,0.7139007779866446,0.5652069890670924,2,83
0.7118686688950866,0.8044232888164451,0.7800797679454148,0.6119220354624263,2,84
0.7036120156001342,0.8485441921678876,0.7391708659180164,0.5862788055031366,2,85
0.6941775747771324,2.7237211559080996,0.754390121392905,0.5886028468470068,2,86
0.7347936789812917,3.009487303675181,0.7762514155840793,0.6483335283182996,2,87
0.7269463931182557,1.1768717518110532,0.7339380132954069,0.6239921102549796,2,88
0.7237242786468415,0.7196733129942805,0.7167611104487593,0.6031320404381695,2,89
0.7274885455586044,4.988449373778693,0.7697441787333679,0.6186610754410703,2,90
0.7268539137577461,1.2060476589900917,0.7940525237721789,0.6060066665101742,2,91
0.7282068765925759,0.7997659692099106,0.7530722414742952,0.5970814996043639,2,92
0.7020246443861148,1.0282972672974409,0.7514925704119243,0.6056938080394755,2,93
0.7212583729099693,0.870754454688377,0.7315723226913661,0.6367772528826995,2,94
0.6833957074119046,0.8367645221597034,0.7462624381399158,0.5973717029086056,2,95
0.6876740727373346,0.8625544775738058,0.743185322979917,0.6003667428897084,2,96
0.7387446011414365,1.2006310877295834,0.7288327823750433,0.6211699649165705,2,97
0.738204103087193,1.0383563664148432,0.7694856165946703,0.6159244626697981,2,98
0.7348607596888742,0.9500979597654226,0.7462017919862348,0.6221548045786376,2,99
0.7038040457481263,3.392024938056289,0.7967464754309352,0.5833622423933296,2,100
0.7448683146474924,1.0048151941098495,0.8091898784634932,0.5846976356827907,3,1
0.7170700337031725,0.8351683108672284,0.7761393186431255,0.628407216339687,3,2
0.7249934636899258,188.20159682674725,0.7430858355939494,0.6171518659816679,3,3
0.7356746412614936,1.0955690284418056,0.7691051430209489,0.6358073019077641,3,4
0.7314117703910499,0.9250995830778421,0.7866494498342852,0.6049144801265707,3,5
0.67767761042042,0.8095324960122104,0.7323624196322281,0.5610079857879112,3,6
0.6921062071572732,1.8603677704500505,0.77080152257662,0.6250098879431696,3,7
0.7257954019076659,0.9307003153247309,0.7418937627639542,0.6114532329609733,3,8
0.7245040452278158,0.8400332621524171,0.7420378927582961,0.6015053946061468,3,9
0.7229402016857581,1.2585459431380706,0.7644009887694173,0.6063386316883973,3,10
0.6742054224260905,0.7679546265718854,0.7463775552077772,0.5475855892190264,3,11
0.6955887138969614,0.9356152219421695,0.7957098298793429,0.6131334344981255,3,12
0.6571766706637698,0.8564950994405613,0.7435499479452001,0.6084827015851387,3,13
0.7406207396343633,1.7404280037890727,0.8276196255330275,0.6901361779104546,3,14
0.7277285984938978,0.9133661980367548,0.7748285771777739,0.6290750643137961,3,15
0.6948547052379649,0.8458221470979477,0.7791730948551329,0.5757999092221594,3,16
0.7399372741274372,1.0287623842248141,0.8170802758413506,0.655453738644382,3,17
0.7437165938139827,4.582635298051364,0.7508511530598144,0.6329899277699144,3,18
0.6705507860950373,0.8880533320063204,0.7331930256615934,0.611924664744566,3,19
0.7083803923239285,0.8809189431164882,0.8135772750337145,0.609998015986407,3,20
0.7515699766589503,1.4194002765950842,0.8050699695628729,0.6257892032650829,3,21
0.6991996930299482,0.9164809727903618,0.7462689459326549,0.6054749612431681,3,22
0.6795225386909887,0.8961326801867201,0.7082233210619387,0.5731959458594067,3,23
0.6993280740847688,0.9652331565099928,0.8064701672128278,0.5921590028371552,3,24
0.6861761190066775,0.8820835134774695,0.7015027735229324,0.5968301723249307,3,25
0.712930182408445,0.9879185837346197,0.7790531627214728,0.6221957729686443,3,26
0.7031895872185544,0.967266613765827,0.7549600216239869,0.6077727573997818,3,27
0.6984283159243759,0.8595826782573088,0.724826079798335,0.6057920914083724,3,28
0.7740951446288776,0.880930065745175,0.7618857806354608,0.6110434127149684,3,29
0.7399637722532882,1.2677346436665324,0.7557866641221187,0.6276110491796361,3,30
0.7152436146379415,0.8502830220736717,0.7303561887710867,0.6057586051728453,3,31
0.7154099977352688,0.927463191974635,0.7655329992716274,0.6185750992483988,3,32
0.6822128157195204,205.984696126414,0.733567284708826,0.6014370939635044,3,33
0.7399607045822961,0.805515416728832,0.7811450379601818,0.6475749009061312,3,34
0.7269578989981862,0.9349457409994856,0.7659367175314399,0.6215596240961955,3,35
0.7120964749401834,1.7787217465224583,0.7615339307739681,0.6185689278909914,3,36
0.7268832328269467,2.7511429197734794,0.7682019193148782,0.6046925095295417,3,37
0.7384422629075353,1.0695887823534425,0.7923372568362483,0.631996153519003,3,38
0.6945614657351984,1.37038518062263,0.7682733057890068,0.57404818022343,3,39
0.7526204678345451,1.7332391224246733,0.7809790485811949,0.6183534523954564,3,40
0.6801556368353844,0.9356365295345859,0.7427867044678671,0.5850006920170807,3,41
0.6869394846944658,0.9566184537713449,0.7381935846419423,0.566379991093826,3,42
0.6889705685874754,1.093236167276531,0.7152322759295944,0.5993004500780915,3,43
0.7751674982764039,1.122478063956706,0.7829007037418709,0.6473466180456222,3,44
0.7267034892122946,1.05179113601052,0.7551974991148609,0.6284062987533245,3,45
0.7325817491048842,0.8310152111102788,0.7432632252996568,0.589856121128166,3,46
0.7552815472993598,1.0550546744426086,0.823977620021076,0.6273884708500658,3,47
0.7420513718277382,2.696514465733442,0.7933631863251112,0.6823216603088238,3,48
0.7223444209951316,3.607837827485269,0.7478302454165503,0.6017117830672646,3,49
0.7108464325129537,0.9900092801257084,0.7261694478038707,0.6050057612667051,3,50
0.7039542977998112,0.9021043947606816,0.7777556886074135,0.5952506837487428,3,51
0.7361474638359616,0.8687651541087222,0.7563375715492031,0.6466146560144181,3,52
0.7130590991832008,1.8043462817527862,0.7490072136779405,0.6119989247154561,3,53
0.7468421613653898,1.4647637019067339,0.7347564916139631,0.6018995983958499,3,54
0.7043955927504432,1.2908050528592896,0.7320425630597088,0.6330025171932586,3,55
0.7180017004235081,1.014987741846253,0.7458844728988082,0.6187154087236827,3,56
0.7386528594299318,0.8163407178428006,0.7235520405489573,0.6081921858846029,3,57
0.7224639802177936,1.3363670706568456,0.7192262901738393,0.623637589486544,3,58
0.7561540393505094,1.234911242017167,0.7647053940065979,0.618970193085396,3,59
0.7251087484237964,1.3434449998462734,0.7821010607117365,0.6169766485398228,3,60
0.6809081420135784,3.4372528347137545,0.7266183421723329,0.6008171960067128,3,61
0.7187497755740726,0.9732228181420947,0.7070502150925487,0.6059767904111486,3,62
0.7536841090627291,0.8801468067381429,0.7497951361516357,0.6167033460216882,3,63
0.7008002621260346,1.0781463608848345,0.7521049337132655,0.620703630976375,3,64
0.7336417719189876,1.0888609727065526,0.7440874538159046,0.5986457523015151,3,65
0.714311789974296,1.3128984222046673,0.7251522805733102,0.6282362500251284,3,66
0.7530934788734804,0.9591354920775043,0.7975983667993557,0.6572431767399954,3,67
0.7138145800020993,2.23329044674281,0.7654427046764538,0.6241453743339085,3,68
0.689358150405577,0.8357482023241362,0.6890690974417185,0.5993629428217803,3,69
0.7552152067301277,1.59949557155588,0.7501927916810759,0.6639011517842357,3,70
0.7300828354564067,0.7898541593164847,0.762141415432311,0.640063858808532,3,71
0.7205830837491024,0.8715235416295578,0.8046280500543915,0.6152072070972311,3,72
0.6753676409030939,0.9642312037615014,0.7119948010433049,0.6002448607180848,3,73
0.6961226339118011,0.983372154419712,0.8035803294121263,0.6034765513679781,3,74
0.6780778143566539,0.7375564060903638,0.7159029598699869,0.5999288101226082,3,75
0.7455555303746956,1.035162337012941,0.7637237112130217,0.599628578454199,3,76
0.7478096763449764,0.8399822924678954,0.7699323901410394,0.6104729069718605,3,77
0.6628270923937386,0.8155893785159463,0.733235170257594,0.5888976951075071,3,78
0.7338300340953348,0.8837453409439046,0.795516870943409,0.5980144296783363,3,79
0.6906766398044162,0.8254614800820493,0.763682780443622,0.6074140843043608,3,80
0.7107568481792683,0.9062182212097489,0.771481184362823,0.5773568216488967,3,81
0.7285499191846875,0.8759340360168412,0.7952768400208855,0.609840928852231,3,82
0.7626981938420757,0.7863301936562287,0.7256842236735144,0.6314021316681546,3,83
0.6913073452028315,0.9194326853302743,0.7504770434396635,0.6006114240350294,3,84
0.698141156810278,1.3943716229516878,0.8099709162062994,0.5785178360748859,3,85
0.7118954920292523,0.9161253192428113,0.7913949807223578,0.629140157880495,3,86
0.7179507241866554,1.7317539798844233,0.7403989630921427,0.6158515095010535,3,87
0.7074009423902061,0.7812763226238352,0.7635835746676928,0.5997599456382361,3,88
0.7579120368288412,3.230006315410658,0.7166439336908235,0.6314254873994228,3,89
0.7306717208975858,1.1225821149416466,0.7219563136849793,0.6216089432217977,3,90
0.7529555340772551,0.9220202402333098,0.7382956237718966,0.6310623681053754,3,91
0.7145274308383495,1.275278965372502,0.7765794939437628,0.6259353428679811,3,92
0.7005740896648806,0.8237119402041317,0.7194903557054311,0.6239163794978885,3,93
0.7074364295822856,3.6268246721874022,0.7359999240485056,0.6167639081729926,3,94
0.7303936931873803,1.9058535089531423,0.7385340603671802,0.6188692506322563,3,95
0.7204435716349102,1.3590726268367832,0.7993356936059053,0.6305952969136033,3,96
0.7327275148619355,0.9018958976243472,0.7442477733565905,0.6043904923154128,3,97
0.7482808887083829,0.8921611177207875,0.7612537521230129,0.6506585304404788,3,98
0.7169181458527284,0.8896124255590449,0.709610301509312,0.587797674074175,3,99
0.7268210199473701,3.3940662039726353,0.8011529610136539,0.6248981459161489,3,100
0.7484489377327525,2.0915863290448646,0.7912383838951554,0.6224882223399345,4,1
0.6847491195502741,0.9027894998562552,0.7484801884026596,0.5801979577412627,4,2
0.7050733846411733,0.8477395073381132,0.7486384742985365,0.6040398744669767,4,3
0.7099092477666918,1.388804313868498,0.7674805675915068,0.621293594104296,4,4
0.6922942040982246,0.8056667217944564,0.7344887014601635,0.601363601054727,4,5
0.6962617307675447,1.0981727095673508,0.7385543231569421,0.5751524118578765,4,6
0.6998278321238562,0.9474398232804045,0.7929195234656292,0.614145895104405,4,7
0.7540905082690519,2.6882487681480236,0.8066478928689428,0.6449359627257696,4,8
0.7030273475424261,0.8966879204960942,0.8424925368217787,0.5875121789046933,4,9
0.739957450167386,1.1059601585234908,0.7674503212202883,0.6230205668548621,4,10
0.6943862298017341,0.8495035463109858,0.7406747605565653,0.6075341521883558,4,11
0.7129915466136462,0.8060897289029635,0.7635559947357508,0.5895035157604589,4,12
0.6898734606957412,0.8298517061559261,0.7214473896762352,0.5819342811796686,4,13
0.7053139509210979,0.8394345986117403,0.7597951055195201,0.6077986621415558,4,14
0.7853163209244945,0.8996116071453243,0.8337725617048309,0.628540126905794,4,15
0.7436922428545273,2.441492165466809,0.7836263748247013,0.6211410594332665,4,16
0.7449291067337909,6.178616582790259,0.7441787409550422,0.652966844035926,4,17
0.7296006632718238,1.1300071532930545,0.727668059643357,0.6157166281737,4,18
0.6986898105727921,1.039707644215323,0.7631846275076349,0.5912425406165114,4,19
0.7193250114311456,0.7615287512132813,0.7913938893200853,0.5845737692934608,4,20
0.7036585121069872,0.8064897153068995,0.7783856679874795,0.5687355607083894,4,21
0.6994882294419108,1.6829326618025133,0.7247043275969866,0.550328812244067,4,22
0.662297857536913,1.1786899290877895,0.7472986470797044,0.6007444669576871,4,23
0.7202077606700301,3.307736889279726,0.7829952891830164,0.6538014605805849,4,24
0.6954791141203912,0.8021311281196659,0.7464230166540342,0.6205276173475005,4,25
0.7134644024538381,0.7790939446912091,0.773067210618853,0.5805703582653244,4,26
0.7288317543706557,0.8218797813206921,0.744014996026103,0.6139643617051089,4,27
0.7303343233702431,3.109465450637991,0.749310616509881,0.6198974482237141,4,28
0.6672103746723217,0.9656807422055664,0.7601730676522406,0.581046003138908,4,29
0.7100431008314599,0.9696765538189067,0.7913074101037578,0.6118357511916416,4,30
0.7196340571140439,1.1075766503066735,0.7800499653041937,0.5821237033313673,4,31
0.7422988710854865,0.816506461799791,0.7855876108830723,0.6402730591531085,4,32
0.7047815710077271,1.3841324478145167,0.7405696189059908,0.6285650636598188,4,33
0.6943717348463745,0.9141312797953289,0.7782328291468574,0.6230049182155617,4,34
0.680510331198471,1.4551031719820633,0.6974068807535772,0.582863416452808,4,35
0.6783208423155137,4.810314528407013,0.76000697654379,0.5668439904881308,4,36
0.6953339023907639,0.8143121689507269,0.7533946051724779,0.6117244350794561,4,37
0.7458855279469486,1.1442182236519516,0.7589861662828605,0.6167189121007605,4,38
0.705693864638379,0.8493257095216306,0.6856870765787724,0.599898571091938,4,39
0.7078093992920595,0.8199252551505398,0.7259634553287084,0.5979731080624687,4,40
0.6805484400019188,1.0713022664392922,0.7392902887019801,0.636901821715162,4,41
0.7153278293089216,2.375714685393734,0.7671677648601971,0.6026143218567722,4,42
0.7234171885391143,1.0230495909513397,0.7949070000121907,0.6122874468850551,4,43
0.6770074151035876,0.8586780726100667,0.7148994450746254,0.5832109011031408,4,44
0.7135220650469216,0.9900218065273223,0.747781671349175,0.6035273317807768,4,45
0.7092488340209803,1.4378706971329855,0.7840452991871099,0.649943763130573,4,46
0.6884084977285749,0.8372695431632309,0.7960398215236247,0.613941331472501,4,47
0.7063472245145184,1.526261891715666,0.7389550431823787,0.5929349249748955,4,48
0.776322584863749,1.0103788305481045,0.7771320633047542,0.6385632309998983,4,49
0.6811514600083144,0.7896963222960597,0.7427915465564909,0.5714813652714654,4,50
0.6497210937296435,1.1099775485096095,0.7228443241259094,0.5657321893958395,4,51
